country,country_id,year,type_of_violence,events_count,total,share
Russia (Soviet Union),365,2006,3,1,152,0.006578947368421052
Russia (Soviet Union),365,2007,1,135,145,0.9310344827586207
Russia (Soviet Union),365,2007,3,10,145,0.06896551724137931
Russia (Soviet Union),365,2008,1,188,192,0.9791666666666666
Russia (Soviet Union),365,2008,3,4,192,0.020833333333333332
Russia (Soviet Union),365,2009,1,314,315,0.9968253968253968
Russia (Soviet Union),365,2009,3,1,315,0.0031746031746031746
Russia (Soviet Union),365,2010,1,236,245,0.963265306122449
Russia (Soviet Union),365,2010,3,9,245,0.036734693877551024
Russia (Soviet Union),365,2011,1,231,241,0.9585062240663901
Russia (Soviet Union),365,2011,3,10,241,0.04149377593360996
Russia (Soviet Union),365,2012,1,215,223,0.9641255605381166
Russia (Soviet Union),365,2012,3,8,223,0.03587443946188341
Russia (Soviet Union),365,2013,1,172,179,0.9608938547486033
Russia (Soviet Union),365,2013,3,7,179,0.03910614525139665
Russia (Soviet Union),365,2014,1,72,76,0.9473684210526315
Russia (Soviet Union),365,2014,3,4,76,0.05263157894736842
Russia (Soviet Union),365,2015,1,30,31,0.967741935483871
Russia (Soviet Union),365,2015,3,1,31,0.03225806451612903
Russia (Soviet Union),365,2016,1,28,29,0.9655172413793104
Russia (Soviet Union),365,2016,3,1,29,0.034482758620689655
Russia (Soviet Union),365,2017,1,28,28,1
Russia (Soviet Union),365,2018,1,19,21,0.9047619047619048
Russia (Soviet Union),365,2018,3,2,21,0.09523809523809523
Russia (Soviet Union),365,2019,1,12,12,1
Russia (Soviet Union),365,2020,1,17,18,0.9444444444444444
Russia (Soviet Union),365,2020,3,1,18,0.05555555555555555
Russia (Soviet Union),365,2021,1,2,2,1
Russia (Soviet Union),365,2022,1,32,32,1
Russia (Soviet Union),365,2023,1,87,87,1
Russia (Soviet Union),365,2024,1,728,730,0.9972602739726028
Russia (Soviet Union),365,2024,3,2,730,0.0027397260273972603
Ukraine,369,2014,1,1302,1303,0.9992325402916347
Ukraine,369,2014,2,1,1303,7.674597083653108e-4
Ukraine,369,2015,1,871,871,1
Ukraine,369,2016,1,514,514,1
Ukraine,369,2017,1,216,216,1
Ukraine,369,2018,1,153,153,1
Ukraine,369,2019,1,199,199,1
Ukraine,369,2020,1,145,145,1
Ukraine,369,2021,1,167,167,1
Ukraine,369,2022,1,7221,7429,0.9720016152914255
Ukraine,369,2022,3,208,7429,0.027998384708574506
Ukraine,369,2023,1,10174,10181,0.9993124447500246
Ukraine,369,2023,3,7,10181,6.875552499754445e-4
Ukraine,369,2024,1,10358,10369,0.998939145529945
Ukraine,369,2024,3,11,10369,0.0010608544700549715
Armenia,371,1992,1,9,9,1
Armenia,371,1993,1,7,7,1
Armenia,371,1994,1,1,1,1
Armenia,371,1995,1,5,5,1
Armenia,371,2005,1,1,1,1
Armenia,371,2006,1,2,2,1
Armenia,371,2012,1,5,5,1
Armenia,371,2013,1,1,1,1
Armenia,371,2015,1,7,8,0.875
Armenia,371,2015,3,1,8,0.125
Armenia,371,2016,1,1,1,1
Armenia,371,2018,1,1,1,1
Armenia,371,2019,1,2,2,1
Armenia,371,2020,1,8,8,1
Armenia,371,2021,1,8,8,1
Armenia,371,2022,1,8,8,1
Armenia,371,2023,1,10,10,1
Georgia,372,1991,1,6,6,1
Georgia,372,1992,1,96,96,1
Georgia,372,1993,1,108,113,0.9557522123893806
Georgia,372,1993,3,5,113,0.04424778761061947
Georgia,372,1995,3,3,3,1
Georgia,372,1997,2,5,5,1
Georgia,372,1998,2,3,3,1
Georgia,372,2002,1,2,2,1
Georgia,372,2004,1,13,13,1
Georgia,372,2008,1,12,12,1
Georgia,372,2010,1,4,4,1
Georgia,372,2011,1,1,1,1
Georgia,372,2023,3,1,1,1
Azerbaijan,373,1991,1,3,3,1
Azerbaijan,373,1992,1,180,182,0.989010989010989
Azerbaijan,373,1992,3,2,182,0.01098901098901099
Azerbaijan,373,1993,1,72,72,1
Azerbaijan,373,1994,1,58,58,1
Azerbaijan,373,1995,1,10,10,1
Azerbaijan,373,1996,1,3,3,1
Azerbaijan,373,1997,1,3,3,1
Azerbaijan,373,1998,1,4,4,1
Azerbaijan,373,1999,1,6,6,1
Azerbaijan,373,2000,1,7,7,1
Azerbaijan,373,2001,1,5,5,1
Azerbaijan,373,2004,1,3,3,1
Azerbaijan,373,2005,1,22,22,1
Azerbaijan,373,2006,1,8,8,1
Azerbaijan,373,2007,1,11,11,1
Azerbaijan,373,2008,1,7,7,1
Azerbaijan,373,2009,1,6,6,1
Azerbaijan,373,2010,1,14,14,1
Azerbaijan,373,2011,1,20,20,1
Azerbaijan,373,2012,1,12,12,1
Azerbaijan,373,2013,1,10,10,1
Azerbaijan,373,2014,1,33,33,1
Azerbaijan,373,2015,1,43,43,1
Azerbaijan,373,2016,1,31,31,1
Azerbaijan,373,2017,1,21,21,1
Azerbaijan,373,2018,1,17,17,1
Azerbaijan,373,2019,1,10,10,1
Azerbaijan,373,2020,1,141,141,1
Azerbaijan,373,2021,1,18,18,1
Azerbaijan,373,2022,1,9,9,1
Azerbaijan,373,2023,1,11,11,1
Sweden,380,2017,3,1,1,1
Guinea-Bissau,404,1992,1,1,1,1
Guinea-Bissau,404,1998,1,16,16,1
Guinea-Bissau,404,1999,1,3,3,1
Guinea-Bissau,404,2000,1,2,2,1
Gambia,420,1996,3,1,1,1
Gambia,420,2004,3,1,1,1
Gambia,420,2005,3,2,2,1
Gambia,420,2012,3,1,1,1
Gambia,420,2024,3,1,1,1
Mali,432,1990,1,7,15,0.4666666666666667
Mali,432,1990,3,8,15,0.5333333333333333
Mali,432,1991,1,7,11,0.6363636363636364
Mali,432,1991,3,4,11,0.36363636363636365
Mali,432,1992,1,3,8,0.375
Mali,432,1992,3,5,8,0.625
Mali,432,1993,3,1,1,1
Mali,432,1994,1,10,41,0.24390243902439024
Mali,432,1994,2,1,41,0.024390243902439025
Mali,432,1994,3,30,41,0.7317073170731707
Mali,432,1995,1,3,4,0.75
Mali,432,1995,3,1,4,0.25
Mali,432,1997,2,1,1,1
Mali,432,1999,2,4,4,1
Mali,432,2002,2,1,1,1
Mali,432,2004,2,2,2,1
Mali,432,2005,1,1,1,1
Mali,432,2007,1,8,8,1
Mali,432,2008,1,9,10,0.9
Mali,432,2008,3,1,10,0.1
Mali,432,2009,1,8,9,0.8888888888888888
Mali,432,2009,3,1,9,0.1111111111111111
Mali,432,2010,1,2,2,1
Mali,432,2011,1,3,4,0.75
Mali,432,2011,3,1,4,0.25
Mali,432,2012,1,22,43,0.5116279069767442
Mali,432,2012,2,13,43,0.3023255813953488
Mali,432,2012,3,8,43,0.18604651162790697
Mali,432,2013,1,73,83,0.8795180722891566
Mali,432,2013,2,2,83,0.024096385542168676
Mali,432,2013,3,8,83,0.0963855421686747
Mali,432,2014,1,21,30,0.7
Mali,432,2014,2,7,30,0.23333333333333334
Mali,432,2014,3,2,30,0.06666666666666667
Mali,432,2015,1,47,55,0.8545454545454545
Mali,432,2015,2,6,55,0.10909090909090909
Mali,432,2015,3,2,55,0.03636363636363636
Mali,432,2016,1,38,53,0.71698113207547165
Mali,432,2016,2,11,53,0.20754716981132076
Mali,432,2016,3,4,53,0.07547169811320754
Mali,432,2017,1,95,127,0.7480314960629921
Mali,432,2017,2,17,127,0.13385826771653545
Mali,432,2017,3,15,127,0.11811023622047244
Mali,432,2018,1,103,236,0.4364406779661017
Mali,432,2018,2,45,236,0.1906779661016949
Mali,432,2018,3,88,236,0.3728813559322034
Mali,432,2019,1,116,199,0.5829145728643216
Mali,432,2019,2,27,199,0.135678391959799
Mali,432,2019,3,56,199,0.2814070351758794
Mali,432,2020,1,128,234,0.5470085470085471
Mali,432,2020,2,36,234,0.15384615384615385
Mali,432,2020,3,70,234,0.29914529914529914
Mali,432,2021,1,131,215,0.6093023255813953
Mali,432,2021,2,48,215,0.22325581395348837
Mali,432,2021,3,36,215,0.16744186046511628
Mali,432,2022,1,232,409,0.5672371638141809
Mali,432,2022,2,72,409,0.17603911980440098
Mali,432,2022,3,105,409,0.2567237163814181
Mali,432,2023,1,184,320,0.575
Mali,432,2023,2,35,320,0.109375
Mali,432,2023,3,101,320,0.315625
Mali,432,2024,1,224,447,0.5011185682326622
Mali,432,2024,2,39,447,0.087248322147651
Mali,432,2024,3,184,447,0.4116331096196868
Senegal,433,1989,2,10,11,0.9090909090909091
Senegal,433,1989,3,1,11,0.09090909090909091
Senegal,433,1990,1,5,14,0.35714285714285715
Senegal,433,1990,3,9,14,0.6428571428571429
Senegal,433,1991,3,7,7,1
Senegal,433,1992,1,2,16,0.125
Senegal,433,1992,3,14,16,0.875
Senegal,433,1993,1,10,30,0.3333333333333333
Senegal,433,1993,3,20,30,0.6666666666666666
Senegal,433,1995,1,22,39,0.5641025641025641
Senegal,433,1995,3,17,39,0.4358974358974359
Senegal,433,1996,1,1,2,0.5
Senegal,433,1996,3,1,2,0.5
Senegal,433,1997,1,21,32,0.65625
Senegal,433,1997,3,11,32,0.34375
Senegal,433,1998,1,14,31,0.45161290322580644
Senegal,433,1998,2,2,31,0.06451612903225806
Senegal,433,1998,3,15,31,0.4838709677419355
Senegal,433,1999,1,4,9,0.4444444444444444
Senegal,433,1999,3,5,9,0.5555555555555556
Senegal,433,2000,1,16,23,0.6956521739130435
Senegal,433,2000,3,7,23,0.30434782608695654
Senegal,433,2001,1,11,12,0.9166666666666666
Senegal,433,2001,3,1,12,0.08333333333333333
Senegal,433,2002,1,8,15,0.5333333333333333
Senegal,433,2002,3,7,15,0.4666666666666667
Senegal,433,2003,1,5,5,1
Senegal,433,2004,1,1,1,1
Senegal,433,2005,1,1,2,0.5
Senegal,433,2005,3,1,2,0.5
Senegal,433,2006,1,2,4,0.5
Senegal,433,2006,2,2,4,0.5
Senegal,433,2008,1,3,3,1
Senegal,433,2009,1,5,11,0.45454545454545453
Senegal,433,2009,3,6,11,0.5454545454545454
Senegal,433,2010,1,6,9,0.6666666666666666
Senegal,433,2010,3,3,9,0.3333333333333333
Senegal,433,2011,1,11,14,0.7857142857142857
Senegal,433,2011,3,3,14,0.21428571428571427
Senegal,433,2012,1,8,10,0.8
Senegal,433,2012,3,2,10,0.2
Senegal,433,2013,1,4,4,1
Senegal,433,2018,3,1,1,1
Senegal,433,2020,1,1,1,1
Senegal,433,2021,1,2,2,1
Benin,434,2019,3,1,1,1
Benin,434,2020,1,1,1,1
Benin,434,2021,1,6,6,1
Benin,434,2022,1,8,8,1
Benin,434,2023,1,15,20,0.75
Benin,434,2023,3,5,20,0.25
Benin,434,2024,1,23,29,0.7931034482758621
Benin,434,2024,3,6,29,0.20689655172413793
Mauritania,435,1989,2,5,15,0.3333333333333333
Mauritania,435,1989,3,10,15,0.6666666666666666
Mauritania,435,1990,3,6,6,1
Mauritania,435,1992,3,1,1,1
Mauritania,435,2007,3,1,1,1
Mauritania,435,2008,1,1,1,1
Mauritania,435,2009,3,1,1,1
Mauritania,435,2010,1,1,1,1
Mauritania,435,2011,1,5,6,0.8333333333333334
Mauritania,435,2011,3,1,6,0.16666666666666666
Mauritania,435,2012,3,1,1,1
Mauritania,435,2019,3,1,1,1
Mauritania,435,2020,3,1,1,1
Mauritania,435,2023,1,2,2,1
Mauritania,435,2024,1,1,1,1
Niger,436,1989,3,1,1,1
Niger,436,1990,3,2,2,1
Niger,436,1991,1,8,9,0.8888888888888888
Niger,436,1991,3,1,9,0.1111111111111111
Niger,436,1992,1,11,11,1
Niger,436,1993,1,1,1,1
Niger,436,1994,1,9,11,0.8181818181818182
Niger,436,1994,3,2,11,0.18181818181818182
Niger,436,1995,1,5,7,0.7142857142857143
Niger,436,1995,3,2,7,0.2857142857142857
Niger,436,1996,1,3,3,1
Niger,436,1997,1,7,8,0.875
Niger,436,1997,2,1,8,0.125
Niger,436,1998,3,2,2,1
Niger,436,2004,1,1,1,1
Niger,436,2007,1,15,22,0.6818181818181818
Niger,436,2007,3,7,22,0.3181818181818182
Niger,436,2008,1,10,13,0.7692307692307693
Niger,436,2008,2,1,13,0.07692307692307693
Niger,436,2008,3,2,13,0.15384615384615385
Niger,436,2012,1,1,1,1
Niger,436,2013,1,6,6,1
Niger,436,2014,2,2,2,1
Niger,436,2015,1,26,43,0.6046511627906976
Niger,436,2015,2,1,43,0.023255813953488372
Niger,436,2015,3,16,43,0.37209302325581395
Niger,436,2016,1,13,18,0.7222222222222222
Niger,436,2016,3,5,18,0.2777777777777778
Niger,436,2017,1,12,16,0.75
Niger,436,2017,3,4,16,0.25
Niger,436,2018,1,13,25,0.52
Niger,436,2018,2,4,25,0.16
Niger,436,2018,3,8,25,0.32
Niger,436,2019,1,33,72,0.4583333333333333
Niger,436,2019,3,39,72,0.5416666666666666
Niger,436,2020,1,32,68,0.47058823529411764
Niger,436,2020,3,36,68,0.5294117647058824
Niger,436,2021,1,39,78,0.5
Niger,436,2021,2,4,78,0.05128205128205128
Niger,436,2021,3,35,78,0.44871794871794873
Niger,436,2022,1,53,73,0.726027397260274
Niger,436,2022,2,4,73,0.0547945205479452
Niger,436,2022,3,16,73,0.2191780821917808
Niger,436,2023,1,60,97,0.6185567010309279
Niger,436,2023,2,4,97,0.041237113402061855
Niger,436,2023,3,33,97,0.3402061855670103
Niger,436,2024,1,58,85,0.6823529411764706
Niger,436,2024,2,1,85,0.011764705882352941
Niger,436,2024,3,26,85,0.3058823529411765
Ivory Coast,437,1990,1,1,2,0.5
Ivory Coast,437,1990,3,1,2,0.5
Ivory Coast,437,1991,3,1,1,1
Ivory Coast,437,1993,3,1,1,1
Ivory Coast,437,1994,3,1,1,1
Ivory Coast,437,1995,2,1,2,0.5
Ivory Coast,437,1995,3,1,2,0.5
Ivory Coast,437,1996,2,1,4,0.25
Ivory Coast,437,1996,3,3,4,0.75
Ivory Coast,437,1998,3,1,1,1
Ivory Coast,437,1999,3,2,2,1
Ivory Coast,437,2000,2,2,6,0.3333333333333333
Ivory Coast,437,2000,3,4,6,0.6666666666666666
Ivory Coast,437,2001,2,2,2,1
Ivory Coast,437,2002,1,27,48,0.5625
Ivory Coast,437,2002,2,5,48,0.10416666666666667
Ivory Coast,437,2002,3,16,48,0.3333333333333333
Ivory Coast,437,2003,1,19,40,0.475
Ivory Coast,437,2003,2,6,40,0.15
Ivory Coast,437,2003,3,15,40,0.375
Ivory Coast,437,2004,1,5,28,0.17857142857142858
Ivory Coast,437,2004,2,8,28,0.2857142857142857
Ivory Coast,437,2004,3,15,28,0.5357142857142857
Ivory Coast,437,2005,2,14,21,0.6666666666666666
Ivory Coast,437,2005,3,7,21,0.3333333333333333
Ivory Coast,437,2006,2,3,7,0.42857142857142855
Ivory Coast,437,2006,3,4,7,0.5714285714285714
Ivory Coast,437,2007,3,3,3,1
Ivory Coast,437,2008,3,4,4,1
Ivory Coast,437,2009,3,1,1,1
Ivory Coast,437,2010,1,2,21,0.09523809523809523
Ivory Coast,437,2010,2,2,21,0.09523809523809523
Ivory Coast,437,2010,3,17,21,0.8095238095238095
Ivory Coast,437,2011,1,13,158,0.08227848101265822
Ivory Coast,437,2011,2,4,158,0.02531645569620253
Ivory Coast,437,2011,3,141,158,0.8924050632911392
Ivory Coast,437,2012,2,1,5,0.2
Ivory Coast,437,2012,3,4,5,0.8
Ivory Coast,437,2013,3,2,2,1
Ivory Coast,437,2016,2,1,2,0.5
Ivory Coast,437,2016,3,1,2,0.5
Ivory Coast,437,2020,3,1,1,1
Guinea,438,1994,3,1,1,1
Guinea,438,1996,3,1,1,1
Guinea,438,1998,3,3,3,1
Guinea,438,1999,3,2,2,1
Guinea,438,2000,1,20,26,0.7692307692307693
Guinea,438,2000,2,1,26,0.038461538461538464
Guinea,438,2000,3,5,26,0.19230769230769232
Guinea,438,2001,1,4,4,1
Guinea,438,2005,3,1,1,1
Guinea,438,2006,3,6,6,1
Guinea,438,2007,3,21,21,1
Guinea,438,2009,3,3,3,1
Guinea,438,2010,3,1,1,1
Guinea,438,2011,2,1,1,1
Guinea,438,2012,3,4,4,1
Guinea,438,2013,2,3,3,1
Guinea,438,2015,3,1,1,1
Guinea,438,2019,3,1,1,1
Guinea,438,2020,2,3,3,1
Guinea,438,2021,2,1,1,1
Burkina Faso,439,2016,3,2,2,1
Burkina Faso,439,2017,1,4,27,0.14814814814814814
Burkina Faso,439,2017,2,1,27,0.037037037037037035
Burkina Faso,439,2017,3,22,27,0.8148148148148148
Burkina Faso,439,2018,1,30,65,0.46153846153846156
Burkina Faso,439,2018,2,3,65,0.046153846153846156
Burkina Faso,439,2018,3,32,65,0.49230769230769234
Burkina Faso,439,2019,1,80,222,0.36036036036036034
Burkina Faso,439,2019,2,10,222,0.04504504504504504
Burkina Faso,439,2019,3,132,222,0.5945945945945946
Burkina Faso,439,2020,1,88,166,0.5301204819277109
Burkina Faso,439,2020,2,12,166,0.07228915662650602
Burkina Faso,439,2020,3,66,166,0.39759036144578314
Burkina Faso,439,2021,1,130,191,0.680628272251309
Burkina Faso,439,2021,2,7,191,0.03664921465968586
Burkina Faso,439,2021,3,54,191,0.28272251308900526
Burkina Faso,439,2022,1,180,237,0.759493670886076
Burkina Faso,439,2022,2,9,237,0.0379746835443038
Burkina Faso,439,2022,3,48,237,0.20253164556962025
Burkina Faso,439,2023,1,426,599,0.7111853088480802
Burkina Faso,439,2023,2,6,599,0.01001669449081803
Burkina Faso,439,2023,3,167,599,0.27879799666110183
Burkina Faso,439,2024,1,223,307,0.7263843648208469
Burkina Faso,439,2024,2,6,307,0.019543973941368076
Burkina Faso,439,2024,3,78,307,0.254071661237785
Liberia,450,1989,1,4,6,0.6666666666666666
Liberia,450,1989,3,2,6,0.3333333333333333
Liberia,450,1990,1,41,138,0.2971014492753623
Liberia,450,1990,2,5,138,0.036231884057971016
Liberia,450,1990,3,92,138,0.6666666666666666
Liberia,450,1991,2,3,19,0.15789473684210525
Liberia,450,1991,3,16,19,0.8421052631578947
Liberia,450,1992,2,12,26,0.46153846153846156
Liberia,450,1992,3,14,26,0.5384615384615384
Liberia,450,1993,1,1,47,0.02127659574468085
Liberia,450,1993,2,7,47,0.14893617021276595
Liberia,450,1993,3,39,47,0.8297872340425532
Liberia,450,1994,2,13,92,0.14130434782608695
Liberia,450,1994,3,79,92,0.8586956521739131
Liberia,450,1995,2,4,52,0.07692307692307693
Liberia,450,1995,3,48,52,0.9230769230769231
Liberia,450,1996,2,16,31,0.5161290322580645
Liberia,450,1996,3,15,31,0.4838709677419355
Liberia,450,1997,3,3,3,1
Liberia,450,1998,3,1,1,1
Liberia,450,1999,3,3,3,1
Liberia,450,2000,1,3,5,0.6
Liberia,450,2000,3,2,5,0.4
Liberia,450,2001,1,13,28,0.4642857142857143
Liberia,450,2001,3,15,28,0.5357142857142857
Liberia,450,2002,1,24,43,0.5581395348837209
Liberia,450,2002,3,19,43,0.4418604651162791
Liberia,450,2003,1,34,53,0.6415094339622641
Liberia,450,2003,3,19,53,0.3584905660377358
Liberia,450,2019,3,1,1,1
Liberia,450,2020,3,2,2,1
Liberia,450,2024,3,1,1,1
Sierra Leone,451,1991,1,48,128,0.375
Sierra Leone,451,1991,2,2,128,0.015625
Sierra Leone,451,1991,3,78,128,0.609375
Sierra Leone,451,1992,1,24,64,0.375
Sierra Leone,451,1992,2,1,64,0.015625
Sierra Leone,451,1992,3,39,64,0.609375
