country,country_id,year,type_of_violence,events_count,total,share
Lebanon,660,2024,1,1114,1114,1
Jordan,663,1992,3,1,1,1
Jordan,663,2005,3,1,1,1
Jordan,663,2015,1,1,1,1
Jordan,663,2016,1,4,5,0.8
Jordan,663,2016,2,1,5,0.2
Jordan,663,2024,1,1,1,1
Israel,666,1989,1,7,58,0.1206896551724138
Israel,666,1989,3,51,58,0.8793103448275862
Israel,666,1990,1,15,37,0.40540540540540543
Israel,666,1990,3,22,37,0.5945945945945946
Israel,666,1991,1,17,37,0.4594594594594595
Israel,666,1991,2,2,37,0.05405405405405406
Israel,666,1991,3,18,37,0.4864864864864865
Israel,666,1992,1,41,55,0.7454545454545455
Israel,666,1992,2,2,55,0.03636363636363636
Israel,666,1992,3,12,55,0.21818181818181817
Israel,666,1993,1,48,61,0.7868852459016393
Israel,666,1993,3,13,61,0.21311475409836064
Israel,666,1994,1,31,52,0.5961538461538461
Israel,666,1994,3,21,52,0.40384615384615385
Israel,666,1995,1,17,24,0.7083333333333334
Israel,666,1995,3,7,24,0.2916666666666667
Israel,666,1996,1,19,25,0.76
Israel,666,1996,3,6,25,0.24
Israel,666,1997,1,2,5,0.4
Israel,666,1997,3,3,5,0.6
Israel,666,1998,1,3,4,0.75
Israel,666,1998,3,1,4,0.25
Israel,666,1999,1,1,2,0.5
Israel,666,1999,3,1,2,0.5
Israel,666,2000,1,55,60,0.9166666666666666
Israel,666,2000,3,5,60,0.08333333333333333
Israel,666,2001,1,139,179,0.776536312849162
Israel,666,2001,3,40,179,0.22346368715083798
Israel,666,2002,1,286,377,0.7586206896551724
Israel,666,2002,2,1,377,0.002652519893899204
Israel,666,2002,3,90,377,0.23872679045092837
Israel,666,2003,1,111,152,0.7302631578947368
Israel,666,2003,3,41,152,0.26973684210526316
Israel,666,2004,1,196,269,0.7286245353159851
Israel,666,2004,3,73,269,0.27137546468401486
Israel,666,2005,1,70,117,0.5982905982905983
Israel,666,2005,3,47,117,0.4017094017094017
Israel,666,2006,1,216,271,0.7970479704797048
Israel,666,2006,2,22,271,0.08118081180811808
Israel,666,2006,3,33,271,0.12177121771217712
Israel,666,2007,1,145,239,0.606694560669456
Israel,666,2007,2,75,239,0.3138075313807531
Israel,666,2007,3,19,239,0.0794979079497908
Israel,666,2008,1,143,156,0.9166666666666666
Israel,666,2008,2,3,156,0.019230769230769232
Israel,666,2008,3,10,156,0.0641025641025641
Israel,666,2009,1,146,153,0.954248366013072
Israel,666,2009,2,1,153,0.006535947712418301
Israel,666,2009,3,6,153,0.0392156862745098
Israel,666,2010,1,38,42,0.9047619047619048
Israel,666,2010,3,4,42,0.09523809523809523
Israel,666,2011,1,50,51,0.9803921568627451
Israel,666,2011,3,1,51,0.0196078431372549
Israel,666,2012,1,143,144,0.9930555555555556
Israel,666,2012,3,1,144,0.006944444444444444
Israel,666,2013,1,10,10,1
Israel,666,2014,1,914,919,0.9945593035908596
Israel,666,2014,3,5,919,0.00544069640914037
Israel,666,2015,1,9,12,0.75
Israel,666,2015,3,3,12,0.25
Israel,666,2016,1,6,10,0.6
Israel,666,2016,3,4,10,0.4
Israel,666,2017,1,7,8,0.875
Israel,666,2017,3,1,8,0.125
Israel,666,2018,1,38,49,0.7755102040816326
Israel,666,2018,3,11,49,0.22448979591836735
Israel,666,2019,1,40,44,0.9090909090909091
Israel,666,2019,3,4,44,0.09090909090909091
Israel,666,2020,1,3,5,0.6
Israel,666,2020,3,2,5,0.4
Israel,666,2021,1,99,106,0.9339622641509434
Israel,666,2021,3,7,106,0.0660377358490566
Israel,666,2022,1,43,45,0.9555555555555556
Israel,666,2022,3,2,45,0.044444444444444446
Israel,666,2023,1,1165,1200,0.9708333333333333
Israel,666,2023,3,35,1200,0.029166666666666667
Israel,666,2024,1,3073,3092,0.9938551099611902
Israel,666,2024,3,19,3092,0.006144890038809832
Saudi Arabia,670,1991,1,4,4,1
Saudi Arabia,670,2003,3,2,2,1
Saudi Arabia,670,2004,1,32,41,0.7804878048780488
Saudi Arabia,670,2004,3,9,41,0.21951219512195122
Saudi Arabia,670,2005,1,17,17,1
Saudi Arabia,670,2006,1,3,3,1
Saudi Arabia,670,2007,1,1,2,0.5
Saudi Arabia,670,2007,3,1,2,0.5
Saudi Arabia,670,2015,1,35,40,0.875
Saudi Arabia,670,2015,3,5,40,0.125
Saudi Arabia,670,2016,1,31,33,0.9393939393939394
Saudi Arabia,670,2016,3,2,33,0.06060606060606061
Saudi Arabia,670,2017,1,7,7,1
Saudi Arabia,670,2018,1,8,8,1
Saudi Arabia,670,2019,1,6,7,0.8571428571428571
Saudi Arabia,670,2019,3,1,7,0.14285714285714285
Saudi Arabia,670,2020,1,1,1,1
Saudi Arabia,670,2021,1,3,3,1
Saudi Arabia,670,2023,1,3,3,1
Yemen (North Yemen),678,1994,1,72,72,1
Yemen (North Yemen),678,2000,1,1,1,1
Yemen (North Yemen),678,2002,1,1,1,1
Yemen (North Yemen),678,2003,2,1,1,1
Yemen (North Yemen),678,2004,2,2,2,1
Yemen (North Yemen),678,2008,1,2,2,1
Yemen (North Yemen),678,2009,1,5,5,1
Yemen (North Yemen),678,2010,1,61,63,0.9682539682539683
Yemen (North Yemen),678,2010,2,2,63,0.031746031746031744
Yemen (North Yemen),678,2011,1,174,219,0.7945205479452054
Yemen (North Yemen),678,2011,2,4,219,0.0182648401826484
Yemen (North Yemen),678,2011,3,41,219,0.1872146118721461
Yemen (North Yemen),678,2012,1,248,253,0.9802371541501976
Yemen (North Yemen),678,2012,2,5,253,0.019762845849802372
Yemen (North Yemen),678,2013,1,126,126,1
Yemen (North Yemen),678,2014,1,249,281,0.8861209964412812
Yemen (North Yemen),678,2014,2,32,281,0.11387900355871886
Yemen (North Yemen),678,2015,1,538,605,0.8892561983471075
Yemen (North Yemen),678,2015,2,61,605,0.10082644628099173
Yemen (North Yemen),678,2015,3,6,605,0.009917355371900827
Yemen (North Yemen),678,2016,1,230,343,0.6705539358600583
Yemen (North Yemen),678,2016,2,110,343,0.3206997084548105
Yemen (North Yemen),678,2016,3,3,343,0.008746355685131196
Yemen (North Yemen),678,2017,1,294,397,0.7405541561712846
Yemen (North Yemen),678,2017,2,102,397,0.25692695214105793
Yemen (North Yemen),678,2017,3,1,397,0.0025188916876574307
Yemen (North Yemen),678,2018,1,312,387,0.8062015503875969
Yemen (North Yemen),678,2018,2,73,387,0.18863049095607234
Yemen (North Yemen),678,2018,3,2,387,0.00516795865633075
Yemen (North Yemen),678,2019,1,223,304,0.7335526315789473
Yemen (North Yemen),678,2019,2,79,304,0.2598684210526316
Yemen (North Yemen),678,2019,3,2,304,0.006578947368421052
Yemen (North Yemen),678,2020,1,590,657,0.898021308980213
Yemen (North Yemen),678,2020,2,59,657,0.0898021308980213
Yemen (North Yemen),678,2020,3,8,657,0.0121765601217656
Yemen (North Yemen),678,2021,1,729,768,0.94921875
Yemen (North Yemen),678,2021,2,22,768,0.028645833333333332
Yemen (North Yemen),678,2021,3,17,768,0.022135416666666668
Yemen (North Yemen),678,2022,1,401,455,0.8813186813186813
Yemen (North Yemen),678,2022,2,44,455,0.0967032967032967
Yemen (North Yemen),678,2022,3,10,455,0.02197802197802198
Yemen (North Yemen),678,2023,1,272,319,0.8526645768025078
Yemen (North Yemen),678,2023,2,37,319,0.11598746081504702
Yemen (North Yemen),678,2023,3,10,319,0.03134796238244514
Yemen (North Yemen),678,2024,1,155,184,0.842391304347826
Yemen (North Yemen),678,2024,2,23,184,0.125
Yemen (North Yemen),678,2024,3,6,184,0.03260869565217391
Kuwait,690,1990,1,11,19,0.5789473684210527
Kuwait,690,1990,3,8,19,0.42105263157894735
Kuwait,690,1991,1,14,19,0.7368421052631579
Kuwait,690,1991,3,5,19,0.2631578947368421
Kuwait,690,1996,3,1,1,1
Kuwait,690,2015,3,1,1,1
Bahrain,692,2011,3,24,24,1
Qatar,694,2004,1,1,1,1
United Arab Emirates,696,2010,1,1,1,1
United Arab Emirates,696,2022,1,1,1,1
Afghanistan,700,1989,1,137,145,0.9448275862068966
Afghanistan,700,1989,2,8,145,0.05517241379310345
Afghanistan,700,1990,1,39,45,0.8666666666666667
Afghanistan,700,1990,2,6,45,0.13333333333333333
Afghanistan,700,1991,1,60,64,0.9375
Afghanistan,700,1991,2,4,64,0.0625
Afghanistan,700,1992,1,69,76,0.9078947368421053
Afghanistan,700,1992,2,3,76,0.039473684210526314
Afghanistan,700,1992,3,4,76,0.05263157894736842
Afghanistan,700,1993,1,105,115,0.9130434782608695
Afghanistan,700,1993,2,1,115,0.008695652173913044
Afghanistan,700,1993,3,9,115,0.0782608695652174
Afghanistan,700,1994,1,234,244,0.9590163934426229
Afghanistan,700,1994,2,10,244,0.040983606557377046
Afghanistan,700,1995,1,208,219,0.9497716894977168
Afghanistan,700,1995,2,10,219,0.045662100456621
Afghanistan,700,1995,3,1,219,0.0045662100456621
Afghanistan,700,1996,1,221,234,0.9444444444444444
Afghanistan,700,1996,2,7,234,0.029914529914529916
Afghanistan,700,1996,3,6,234,0.02564102564102564
Afghanistan,700,1997,1,195,199,0.9798994974874372
Afghanistan,700,1997,2,1,199,0.005025125628140704
Afghanistan,700,1997,3,3,199,0.01507537688442211
Afghanistan,700,1998,1,194,217,0.8940092165898618
Afghanistan,700,1998,2,3,217,0.013824884792626729
Afghanistan,700,1998,3,20,217,0.09216589861751152
Afghanistan,700,1999,1,184,189,0.9735449735449735
Afghanistan,700,1999,3,5,189,0.026455026455026454
Afghanistan,700,2000,1,194,207,0.9371980676328503
Afghanistan,700,2000,2,1,207,0.004830917874396135
Afghanistan,700,2000,3,12,207,0.057971014492753624
Afghanistan,700,2001,1,230,263,0.8745247148288974
Afghanistan,700,2001,3,33,263,0.12547528517110265
Afghanistan,700,2002,1,60,94,0.6382978723404256
Afghanistan,700,2002,2,31,94,0.32978723404255317
Afghanistan,700,2002,3,3,94,0.031914893617021274
Afghanistan,700,2003,1,137,186,0.7365591397849462
Afghanistan,700,2003,2,36,186,0.1935483870967742
Afghanistan,700,2003,3,13,186,0.06989247311827956
Afghanistan,700,2004,1,210,241,0.8713692946058091
Afghanistan,700,2004,2,7,241,0.029045643153526972
Afghanistan,700,2004,3,24,241,0.0995850622406639
Afghanistan,700,2005,1,373,430,0.8674418604651163
Afghanistan,700,2005,3,57,430,0.1325581395348837
Afghanistan,700,2006,1,779,848,0.9186320754716981
Afghanistan,700,2006,2,2,848,0.0023584905660377358
Afghanistan,700,2006,3,67,848,0.07900943396226415
Afghanistan,700,2007,1,977,1044,0.935823754789272
Afghanistan,700,2007,2,1,1044,9.578544061302681e-4
Afghanistan,700,2007,3,66,1044,0.06321839080459771
Afghanistan,700,2008,1,1080,1115,0.968609865470852
Afghanistan,700,2008,3,35,1115,0.03139013452914798
Afghanistan,700,2009,1,1450,1514,0.9577278731836195
Afghanistan,700,2009,3,64,1514,0.04227212681638045
Afghanistan,700,2010,1,1719,1806,0.9518272425249169
Afghanistan,700,2010,2,8,1806,0.004429678848283499
Afghanistan,700,2010,3,79,1806,0.043743078626799554
Afghanistan,700,2011,1,2145,2197,0.9763313609467456
Afghanistan,700,2011,2,4,2197,0.0018206645425580337
Afghanistan,700,2011,3,48,2197,0.021847974510696404
Afghanistan,700,2012,1,2256,2301,0.9804432855280313
Afghanistan,700,2012,2,3,2301,0.001303780964797914
Afghanistan,700,2012,3,42,2301,0.018252933507170794
Afghanistan,700,2013,1,1875,1926,0.9735202492211839
Afghanistan,700,2013,2,3,1926,0.001557632398753894
Afghanistan,700,2013,3,48,1926,0.024922118380062305
Afghanistan,700,2014,1,2028,2119,0.9570552147239264
Afghanistan,700,2014,2,3,2119,0.001415762151958471
Afghanistan,700,2014,3,88,2119,0.04152902312411515
Afghanistan,700,2015,1,2117,2266,0.9342453662842012
Afghanistan,700,2015,2,45,2266,0.019858781994704325
Afghanistan,700,2015,3,104,2266,0.04589585172109444
Afghanistan,700,2016,1,2283,2428,0.9402800658978583
Afghanistan,700,2016,2,38,2428,0.015650741350906095
Afghanistan,700,2016,3,107,2428,0.04406919275123559
Afghanistan,700,2017,1,2328,2482,0.9379532634971797
Afghanistan,700,2017,2,58,2482,0.023368251410153102
Afghanistan,700,2017,3,96,2482,0.038678485092667206
Afghanistan,700,2018,1,3568,3724,0.958109559613319
Afghanistan,700,2018,2,51,3724,0.013694951664876477
Afghanistan,700,2018,3,105,3724,0.02819548872180451
Afghanistan,700,2019,1,4536,4682,0.9688167449807774
Afghanistan,700,2019,2,16,4682,0.0034173430158052115
Afghanistan,700,2019,3,130,4682,0.027765912003417343
Afghanistan,700,2020,1,3145,3317,0.9481459149834187
Afghanistan,700,2020,2,1,3317,3.0147723846849563e-4
Afghanistan,700,2020,3,171,3317,0.051552607778112755
Afghanistan,700,2021,1,4291,4512,0.9510195035460993
Afghanistan,700,2021,2,2,4512,4.432624113475177e-4
Afghanistan,700,2021,3,219,4512,0.04853723404255319
Afghanistan,700,2022,1,272,416,0.6538461538461539
Afghanistan,700,2022,3,144,416,0.34615384615384615
Afghanistan,700,2023,1,100,176,0.5681818181818182
Afghanistan,700,2023,3,76,176,0.4318181818181818
Afghanistan,700,2024,1,111,179,0.6201117318435754
Afghanistan,700,2024,3,68,179,0.37988826815642457
Tajikistan,702,1992,1,28,38,0.7368421052631579
Tajikistan,702,1992,2,6,38,0.15789473684210525
Tajikistan,702,1992,3,4,38,0.10526315789473684
Tajikistan,702,1993,1,34,34,1
Tajikistan,702,1994,1,29,31,0.9354838709677419
Tajikistan,702,1994,3,2,31,0.06451612903225806
Tajikistan,702,1995,1,46,46,1
Tajikistan,702,1996,1,63,66,0.9545454545454546
Tajikistan,702,1996,3,3,66,0.045454545454545456
Tajikistan,702,1997,1,10,10,1
Tajikistan,702,1998,1,19,19,1
Tajikistan,702,1999,1,3,3,1
Tajikistan,702,2000,1,2,2,1
Tajikistan,702,2005,1,1,1,1
Tajikistan,702,2006,1,4,4,1
Tajikistan,702,2009,1,7,7,1
Tajikistan,702,2010,1,21,21,1
Tajikistan,702,2011,1,5,5,1
Tajikistan,702,2013,1,2,2,1
Tajikistan,702,2014,1,2,2,1
Tajikistan,702,2018,1,2,3,0.6666666666666666
Tajikistan,702,2018,3,1,3,0.3333333333333333
Tajikistan,702,2019,1,3,3,1
Tajikistan,702,2021,1,5,5,1
Tajikistan,702,2022,1,26,26,1
Kyrgyzstan,703,1999,1,2,2,1
Kyrgyzstan,703,2000,1,17,17,1
Kyrgyzstan,703,2006,1,3,3,1
Kyrgyzstan,703,2010,2,25,25,1
Kyrgyzstan,703,2015,1,1,1,1
Kyrgyzstan,703,2021,1,3,3,1
Kyrgyzstan,703,2022,1,27,32,0.84375
Kyrgyzstan,703,2022,3,5,32,0.15625
Uzbekistan,704,1999,1,6,6,1
Uzbekistan,704,2000,1,16,16,1
Uzbekistan,704,2004,1,8,8,1
Uzbekistan,704,2009,1,2,2,1
China,710,1989,3,3,3,1
China,710,1990,1,3,3,1
China,710,1997,3,2,2,1
China,710,1999,1,3,3,1
China,710,2005,3,2,2,1
China,710,2007,1,1,1,1
China,710,2008,1,5,16,0.3125
China,710,2008,3,11,16,0.6875
China,710,2009,1,2,5,0.4
China,710,2009,2,3,5,0.6
China,710,2015,1,1,1,1
China,710,2017,1,2,2,1
China,710,2023,1,1,1,1
India,750,1989,1,53,119,0.44537815126050423
India,750,1989,2,11,119,0.09243697478991597
India,750,1989,3,55,119,0.46218487394957986
India,750,1990,1,124,333,0.37237237237237236
India,750,1990,2,67,333,0.2012012012012012
India,750,1990,3,142,333,0.4264264264264264
India,750,1991,1,126,221,0.5701357466063348
India,750,1991,2,11,221,0.049773755656108594
India,750,1991,3,84,221,0.38009049773755654
India,750,1992,1,149,240,0.6208333333333333
India,750,1992,2,16,240,0.06666666666666667
India,750,1992,3,75,240,0.3125
India,750,1993,1,229,331,0.6918429003021148
India,750,1993,2,14,331,0.04229607250755287
India,750,1993,3,88,331,0.26586102719033233
India,750,1994,1,223,244,0.9139344262295082
India,750,1994,2,8,244,0.03278688524590164
India,750,1994,3,13,244,0.05327868852459016
India,750,1995,1,189,226,0.8362831858407079
India,750,1995,2,10,226,0.04424778761061947
India,750,1995,3,27,226,0.11946902654867257
India,750,1996,1,126,177,0.711864406779661
India,750,1996,2,10,177,0.05649717514124294
India,750,1996,3,41,177,0.23163841807909605
India,750,1997,1,195,277,0.703971119133574
India,750,1997,2,15,277,0.05415162454873646
India,750,1997,3,67,277,0.24187725631768953
India,750,1998,1,245,386,0.6347150259067358
India,750,1998,2,25,386,0.06476683937823834
India,750,1998,3,116,386,0.3005181347150259
India,750,1999,1,375,544,0.6893382352941176
India,750,1999,2,5,544,0.009191176470588236
India,750,1999,3,164,544,0.3014705882352941
India,750,2000,1,1216,1534,0.7926988265971316
India,750,2000,2,27,1534,0.017601043024771838
India,750,2000,3,291,1534,0.1897001303780965
India,750,2001,1,278,555,0.5009009009009009
India,750,2001,2,8,555,0.014414414414414415
India,750,2001,3,269,555,0.4846846846846847
India,750,2002,1,835,1083,0.7710064635272391
India,750,2002,2,26,1083,0.024007386888273315
India,750,2002,3,222,1083,0.20498614958448755
India,750,2003,1,671,919,0.7301414581066377
India,750,2003,2,28,919,0.030467899891186073
India,750,2003,3,220,919,0.23939064200217627
India,750,2004,1,725,997,0.7271815446339017
India,750,2004,2,4,997,0.004012036108324975
India,750,2004,3,268,997,0.2688064192577733
India,750,2005,1,646,910,0.7098901098901099
India,750,2005,2,13,910,0.014285714285714285
India,750,2005,3,251,910,0.27582417582417584
India,750,2006,1,651,932,0.6984978540772532
India,750,2006,2,54,932,0.05793991416309013
India,750,2006,3,227,932,0.24356223175965666
India,750,2007,1,494,727,0.6795048143053645
India,750,2007,2,45,727,0.061898211829436035
India,750,2007,3,188,727,0.2585969738651995
India,750,2008,1,460,680,0.6764705882352942
India,750,2008,2,46,680,0.06764705882352941
India,750,2008,3,174,680,0.25588235294117645
India,750,2009,1,551,843,0.6536180308422301
India,750,2009,2,29,843,0.03440094899169632
India,750,2009,3,263,843,0.31198102016607354
India,750,2010,1,469,780,0.6012820512820513
India,750,2010,2,3,780,0.0038461538461538464
India,750,2010,3,308,780,0.39487179487179486
India,750,2011,1,229,408,0.5612745098039216
India,750,2011,2,3,408,0.007352941176470588
India,750,2011,3,176,408,0.43137254901960786
India,750,2012,1,240,428,0.5607476635514018
India,750,2012,2,69,428,0.16121495327102803
India,750,2012,3,119,428,0.2780373831775701
India,750,2013,1,208,346,0.6011560693641619
India,750,2013,2,28,346,0.08092485549132948
India,750,2013,3,110,346,0.3179190751445087
India,750,2014,1,275,400,0.6875
India,750,2014,2,2,400,0.005
India,750,2014,3,123,400,0.3075
India,750,2015,1,242,321,0.7538940809968847
India,750,2015,3,79,321,0.24610591900311526
India,750,2016,1,325,419,0.7756563245823389
India,750,2016,3,94,419,0.2243436754176611
India,750,2017,1,290,400,0.725
India,750,2017,2,7,400,0.0175
India,750,2017,3,103,400,0.2575
India,750,2018,1,367,480,0.7645833333333333
India,750,2018,2,2,480,0.004166666666666667
India,750,2018,3,111,480,0.23125
India,750,2019,1,248,354,0.7005649717514124
India,750,2019,3,106,354,0.2994350282485876
India,750,2020,1,268,389,0.6889460154241646
India,750,2020,2,41,389,0.10539845758354756
India,750,2020,3,80,389,0.20565552699228792
India,750,2021,1,223,277,0.8050541516245487
India,750,2021,3,54,277,0.19494584837545126
India,750,2022,1,195,266,0.7330827067669173
India,750,2022,2,6,266,0.022556390977443608
India,750,2022,3,65,266,0.24436090225563908
India,750,2023,1,130,217,0.5990783410138248
India,750,2023,2,31,217,0.14285714285714285
India,750,2023,3,56,217,0.25806451612903225
India,750,2024,1,158,234,0.6752136752136753
India,750,2024,2,17,234,0.07264957264957266
India,750,2024,3,59,234,0.25213675213675213
Bhutan,760,1997,1,1,1,1
Bhutan,760,2004,3,1,1,1
Pakistan,770,1989,2,20,20,1
Pakistan,770,1990,1,3,44,0.06818181818181818
Pakistan,770,1990,2,40,44,0.9090909090909091
Pakistan,770,1990,3,1,44,0.022727272727272728
Pakistan,770,1991,1,6,10,0.6
Pakistan,770,1991,2,4,10,0.4
Pakistan,770,1992,2,5,5,1
Pakistan,770,1993,1,2,7,0.2857142857142857
Pakistan,770,1993,2,5,7,0.7142857142857143
Pakistan,770,1994,1,16,38,0.42105263157894735
Pakistan,770,1994,2,22,38,0.5789473684210527
Pakistan,770,1995,1,14,23,0.6086956521739131
Pakistan,770,1995,2,9,23,0.391304347826087
Pakistan,770,1996,1,18,21,0.8571428571428571
Pakistan,770,1996,2,2,21,0.09523809523809523
Pakistan,770,1996,3,1,21,0.047619047619047616
Pakistan,770,1997,1,16,29,0.5517241379310345
Pakistan,770,1997,2,8,29,0.27586206896551724
Pakistan,770,1997,3,5,29,0.1724137931034483
Pakistan,770,1998,1,24,39,0.6153846153846154
Pakistan,770,1998,2,13,39,0.3333333333333333
Pakistan,770,1998,3,2,39,0.05128205128205128
Pakistan,770,1999,1,10,12,0.8333333333333334
Pakistan,770,1999,3,2,12,0.16666666666666666
Pakistan,770,2000,1,27,27,1
Pakistan,770,2001,1,8,9,0.8888888888888888
Pakistan,770,2001,3,1,9,0.1111111111111111
Pakistan,770,2002,1,66,70,0.9428571428571428
Pakistan,770,2002,3,4,70,0.05714285714285714
Pakistan,770,2003,1,76,79,0.9620253164556962
Pakistan,770,2003,3,3,79,0.0379746835443038
Pakistan,770,2004,1,58,62,0.9354838709677419
Pakistan,770,2004,3,4,62,0.06451612903225806
Pakistan,770,2005,1,39,48,0.8125
Pakistan,770,2005,3,9,48,0.1875
Pakistan,770,2006,1,42,46,0.9130434782608695
Pakistan,770,2006,3,4,46,0.08695652173913043
Pakistan,770,2007,1,138,211,0.6540284360189573
Pakistan,770,2007,2,37,211,0.17535545023696683
Pakistan,770,2007,3,36,211,0.17061611374407584
Pakistan,770,2008,1,532,664,0.8012048192771084
Pakistan,770,2008,2,71,664,0.10692771084337349
Pakistan,770,2008,3,61,664,0.09186746987951808
Pakistan,770,2009,1,793,884,0.8970588235294118
Pakistan,770,2009,2,38,884,0.042986425339366516
Pakistan,770,2009,3,53,884,0.05995475113122172
Pakistan,770,2010,1,844,962,0.8773388773388774
Pakistan,770,2010,2,31,962,0.032224532224532226
Pakistan,770,2010,3,87,962,0.09043659043659044
Pakistan,770,2011,1,514,613,0.8384991843393148
Pakistan,770,2011,2,63,613,0.10277324632952692
Pakistan,770,2011,3,36,613,0.05872756933115824
Pakistan,770,2012,1,547,651,0.8402457757296466
Pakistan,770,2012,2,54,651,0.08294930875576037
Pakistan,770,2012,3,50,651,0.07680491551459294
Pakistan,770,2013,1,273,361,0.7562326869806094
Pakistan,770,2013,2,12,361,0.0332409972299169
Pakistan,770,2013,3,76,361,0.21052631578947367
Pakistan,770,2014,1,379,433,0.8752886836027713
Pakistan,770,2014,2,28,433,0.06466512702078522
Pakistan,770,2014,3,26,433,0.06004618937644342
Pakistan,770,2015,1,258,285,0.9052631578947369
Pakistan,770,2015,2,7,285,0.02456140350877193
Pakistan,770,2015,3,20,285,0.07017543859649122
Pakistan,770,2016,1,142,158,0.8987341772151899
Pakistan,770,2016,3,16,158,0.10126582278481013
Pakistan,770,2017,1,141,163,0.8650306748466258
Pakistan,770,2017,2,1,163,0.006134969325153374
Pakistan,770,2017,3,21,163,0.12883435582822086
Pakistan,770,2018,1,76,93,0.8172043010752689
Pakistan,770,2018,3,17,93,0.1827956989247312
Pakistan,770,2019,1,93,99,0.9393939393939394
Pakistan,770,2019,2,1,99,0.010101010101010102
Pakistan,770,2019,3,5,99,0.050505050505050504
Pakistan,770,2020,1,137,145,0.9448275862068966
Pakistan,770,2020,3,8,145,0.05517241379310345
Pakistan,770,2021,1,177,191,0.9267015706806283
Pakistan,770,2021,2,1,191,0.005235602094240838
Pakistan,770,2021,3,13,191,0.06806282722513089
Pakistan,770,2022,1,268,284,0.9436619718309859
Pakistan,770,2022,3,16,284,0.056338028169014086
Pakistan,770,2023,1,339,382,0.887434554973822
Pakistan,770,2023,2,9,382,0.02356020942408377
Pakistan,770,2023,3,34,382,0.08900523560209424
Pakistan,770,2024,1,571,687,0.8311499272197962
Pakistan,770,2024,2,12,687,0.017467248908296942
Pakistan,770,2024,3,104,687,0.15138282387190685
Bangladesh,771,1989,1,7,20,0.35
Bangladesh,771,1989,2,2,20,0.1
Bangladesh,771,1989,3,11,20,0.55
Bangladesh,771,1990,1,13,27,0.48148148148148145
Bangladesh,771,1990,2,2,27,0.07407407407407407
Bangladesh,771,1990,3,12,27,0.4444444444444444
Bangladesh,771,1991,1,11,36,0.3055555555555556
Bangladesh,771,1991,2,5,36,0.1388888888888889
Bangladesh,771,1991,3,20,36,0.5555555555555556
Bangladesh,771,1992,1,9,29,0.3103448275862069
Bangladesh,771,1992,2,3,29,0.10344827586206896
Bangladesh,771,1992,3,17,29,0.5862068965517241
Bangladesh,771,1993,1,4,18,0.2222222222222222
Bangladesh,771,1993,2,11,18,0.6111111111111112
Bangladesh,771,1993,3,3,18,0.16666666666666666
Bangladesh,771,1994,1,2,6,0.3333333333333333
Bangladesh,771,1994,2,3,6,0.5
Bangladesh,771,1994,3,1,6,0.16666666666666666
Bangladesh,771,1995,1,4,13,0.3076923076923077
Bangladesh,771,1995,2,8,13,0.6153846153846154
Bangladesh,771,1995,3,1,13,0.07692307692307693
Bangladesh,771,1996,1,5,23,0.21739130434782608
Bangladesh,771,1996,2,15,23,0.6521739130434783
Bangladesh,771,1996,3,3,23,0.13043478260869565
Bangladesh,771,1997,1,3,11,0.2727272727272727
Bangladesh,771,1997,2,7,11,0.6363636363636364
Bangladesh,771,1997,3,1,11,0.09090909090909091
Bangladesh,771,1998,2,10,11,0.9090909090909091
Bangladesh,771,1998,3,1,11,0.09090909090909091
Bangladesh,771,1999,2,17,19,0.8947368421052632
Bangladesh,771,1999,3,2,19,0.10526315789473684
Bangladesh,771,2000,1,1,8,0.125
Bangladesh,771,2000,2,6,8,0.75
Bangladesh,771,2000,3,1,8,0.125
Bangladesh,771,2001,2,26,29,0.896551724137931
Bangladesh,771,2001,3,3,29,0.10344827586206896
Bangladesh,771,2002,1,3,5,0.6
Bangladesh,771,2002,2,2,5,0.4
Bangladesh,771,2003,1,11,15,0.7333333333333333
Bangladesh,771,2003,2,2,15,0.13333333333333333
Bangladesh,771,2003,3,2,15,0.13333333333333333
Bangladesh,771,2004,1,26,38,0.6842105263157895
Bangladesh,771,2004,2,2,38,0.05263157894736842
Bangladesh,771,2004,3,10,38,0.2631578947368421
Bangladesh,771,2005,1,56,66,0.8484848484848485
Bangladesh,771,2005,2,1,66,0.015151515151515152
Bangladesh,771,2005,3,9,66,0.13636363636363635
Bangladesh,771,2006,1,55,74,0.7432432432432432
Bangladesh,771,2006,2,17,74,0.22972972972972974
Bangladesh,771,2006,3,2,74,0.02702702702702703
Bangladesh,771,2007,1,13,13,1
Bangladesh,771,2008,1,10,11,0.9090909090909091
Bangladesh,771,2008,3,1,11,0.09090909090909091
Bangladesh,771,2009,1,1,9,0.1111111111111111
Bangladesh,771,2009,2,7,9,0.7777777777777778
Bangladesh,771,2009,3,1,9,0.1111111111111111
Bangladesh,771,2010,1,1,8,0.125
Bangladesh,771,2010,2,6,8,0.75
Bangladesh,771,2010,3,1,8,0.125
Bangladesh,771,2011,2,1,1,1
Bangladesh,771,2012,2,2,2,1
Bangladesh,771,2013,2,33,38,0.868421052631579
Bangladesh,771,2013,3,5,38,0.13157894736842105
Bangladesh,771,2014,2,2,2,1
Bangladesh,771,2015,1,1,8,0.125
Bangladesh,771,2015,2,1,8,0.125
Bangladesh,771,2015,3,6,8,0.75
Bangladesh,771,2016,1,12,25,0.48
Bangladesh,771,2016,3,13,25,0.52
